gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,charge_per_month_ratio,is_new_customer,has_internet_addon,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_61+,monthly_charge_category_Medium,monthly_charge_category_High,monthly_charge_category_Very High
1,1,0,0,0.1454839468024673,1,1,0.8636363929608828,0.3932254724640182,0.4016649843536265,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,-0.9558101384429878,1,0,-1.4855107636082014,-0.9297268787762354,-0.7073184743946356,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0.3902159657459017,1,1,1.3727291903476677,0.9763764656641299,0.7073387670782616,0,4,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,-0.7518667893234591,1,1,0.9318481730029032,-0.4200414763861376,0.45098191591911263,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.2821194970342338,1,0,-0.45401555321667714,-0.985689144149323,-0.5810337375335148,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1.4099327113435454,1,0,0.9717770198567683,1.763630306484281,0.5082348183729898,0,3,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
1,0,0,1,1.5730873906391682,1,1,0.3994635482846972,1.4205563322795998,0.24861502408517716,0,5,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
0,0,1,0,-0.7110781194995532,1,0,-1.3208042703360063,-0.8376365183116022,-0.6034685661881031,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,1,1,1.287566701871828,1,0,0.8436719695339502,1.4673711310926856,0.4093846877298512,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
1,1,1,1,-0.18082541178877864,1,1,-0.4623340629778991,-0.40053714263921086,-0.22332266395650502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,-0.6702894496756475,1,1,-0.5139088234974752,-0.6568421191377215,-0.23385222622721824,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,0,1,1,1.5322987208152625,1,1,1.2046952931709836,2.067959482422801,0.6029292791223718,0,5,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
0,0,1,1,0.8388913338088649,1,1,-1.4988203792261565,-0.5510965261400089,-0.6845941398231037,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,1.4099327113435454,1,1,1.3477736610640019,2.0656066484758773,0.672247329372968,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,0.5533706450415247,1,1,1.2046952931709836,1.0474892225272203,0.6181485680736837,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,1.613876060463074,1,0,0.7238854289723541,1.7293273068842745,0.38776482498645254,0,6,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-1.2413308272103278,1,1,0.33291547019492146,-0.9483956266354696,-0.26065220253858146,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,-0.5071347703800245,1,1,-0.024780449537623282,-0.4477477452938352,-0.011524572815923343,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
0,0,1,0,0.023117937330750068,1,0,-1.492165571417179,-0.7138158832169632,-0.6774372173843723,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,-0.38476876090830736,1,0,-1.3241316742404952,-0.7393232418938911,-0.5834362606624375,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0,0,-0.915021468619082,1,1,0.5109315790850714,-0.6361723629684868,0.25194348762614305,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-0.9965988082668935,1,1,-0.3375564165595695,-0.812151148736982,-0.19261455223969967,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-1.1189648177386107,1,0,0.46102052051773956,-0.8207268986369837,0.15691308493897219,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.2821194970342338,1,0,-0.563819882064807,-0.987140424901631,-0.607833713844878,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,-0.915021468619082,1,0,-1.3341138859539616,-0.9097607738808469,-0.6666386205446049,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,-1.2821194970342338,1,1,0.36119840338307596,-0.9749144840185517,-0.38206421643399985,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,1.613876060463074,1,0,1.5657186168080173,2.524585180944427,0.790109342743515,0,6,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,-0.46634610055611886,1,1,1.015033270615123,-0.1176253523483874,0.49786833912242673,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,1.4099327113435454,1,0,0.6623284567393112,1.453803854968837,0.3399586747780218,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,0,0,-1.2413308272103278,0,1,-1.3257953761927397,-0.983446255713938,-0.6921588918346726,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,-0.6702894496756475,1,0,0.15822676520926007,-0.5494033652623163,-0.00043924181131665073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,1.5322987208152625,1,1,0.8020794207278403,1.759408398841203,0.44242681749153573,0,6,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1,0,0,0,1.450721381167451,1,0,-1.3424323957151836,-0.27933321071918754,-0.6070980974551283,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,-1.2005421573864221,1,0,0.3196058545769661,-0.9125973680785399,-0.11426748344393835,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,0,1.613876060463074,0,1,-0.059718190534755695,1.052392792341837,0.04528360010255145,0,6,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1,0,1,1,0.5533706450415247,1,0,-1.5021477831306453,-0.6315546514838705,-0.7012534894266869,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.2413308272103278,1,1,-1.4788559557992238,-0.9895592261554776,-0.767415390971632,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1.4099327113435454,1,1,1.3477736610640019,2.0859025899058814,0.6832706707880254,0,5,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,-0.7110781194995532,1,0,-0.533873246924408,-0.7305495900731201,-0.3562793907404913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,0,0,0,1.5322987208152625,1,0,0.4893034537058941,1.4499117838603746,0.28143250823740096,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-1.2005421573864221,1,1,0.3462250858128763,-0.9008771765485375,-0.006052427580630673,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,-0.3439800910844016,1,1,-1.5038114850828896,-0.7909536541123626,-0.6762629866932256,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0,0,-1.0373874780907992,1,1,0.49096715565813887,-0.7422917707054302,0.2304776663795072,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1.124412022576205,0,0,-0.16785881743064132,0.5706775280871291,-0.041286474926891456,0,5,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0
0,0,0,1,0.349427295921996,1,0,-0.6553234894382487,-0.19819342320378738,-0.2849384725581141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,-1.0373874780907992,1,0,-1.4971566772739122,-0.9320797127231588,-0.6456988318908573,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0.3902159657459017,1,1,1.3261455356848244,0.8931477134294986,0.6358532770581702,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,1.2467780320479223,1,0,0.6024351864585131,1.2975712830726531,0.333375870881801,0,5,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,1,1,-1.2005421573864221,1,1,-0.29097276189672655,-0.9342786229539285,-0.3144551852848789,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,0,-1.1189648177386107,1,1,0.4992856654193608,-0.8569649392400676,-0.06614934415762709,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.1454839468024673,0,0,-0.13957588424248657,-0.02551300278144655,-0.016313679771918305,0,5,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
0,0,1,0,1.4099327113435454,1,1,1.3577558727774681,1.9897442455143242,0.631044157236514,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,-0.9558101384429878,1,1,0.5408782142254707,-0.6632409479092611,0.2768903526278227,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,-1.2821194970342338,1,0,0.46268422246998386,-0.9735731487777821,-0.357294541358346,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,1.613876060463074,1,0,-1.3241316742404952,-0.19117889956763226,-0.5838761592635079,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0.9612573432805821,1,1,-1.2958487410523405,-0.3731607102661287,-0.5857568593555335,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0.0639066071546558,0,1,-0.2876453579922377,-0.2315948696091784,-0.17772309835086525,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0,0,0,1,-0.7926554591473648,1,1,1.306181112257892,-0.4369071178561409,0.5099341293232135,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1
1,1,1,0,-0.6702894496756475,1,1,0.6706469665005331,-0.3964251805076715,0.33190912752585666,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,1.0428346829283937,1,1,-1.508802590939623,-0.5205976412392338,-0.6919983030363679,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,0,0,0.6757366545132419,1,0,0.5475330220344479,0.7776829372117843,0.32193055524079855,0,5,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
0,0,0,0,-0.30319142126049586,1,1,0.6556736489303335,-0.08994107254299737,0.3071761999838808,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2821194970342338,1,0,-1.4788559557992238,-0.9992344311708641,-0.8311668497729051,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0.7573139941610534,1,0,1.4159854411060218,1.4901298519811514,0.7772065537524052,0,5,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,-1.1189648177386107,1,1,-0.018125641728646082,-0.8531388354385283,-0.04259784982339874,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,-0.5071347703800245,1,0,-1.5038114850828896,-0.8292586703323699,-0.6824907907122472,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,-1.2821194970342338,1,1,0.3112873448157441,-0.9755741570877826,-0.39424602384825586,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0.7981026639849592,1,1,1.3361277473982907,1.465480068294224,0.7265492118901714,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,0,0,1,-1.2413308272103278,1,0,-0.44403334150321083,-0.9615231207131646,-0.42226418090104473,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,0,1.2467780320479223,1,0,1.1581116385081407,1.7757682909581292,0.6093318769628693,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
1,1,0,0,-0.09924807214096716,1,1,0.8519904792951721,0.1333802504939684,0.362846757588931,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,0.7165253243371477,1,1,1.2995263044489143,1.2924038440303445,0.6688117412035227,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
1,0,1,1,-0.8742327987951762,1,1,0.0084935895072646,-0.6901116309292664,-0.018166558287029663,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.7518667893234591,1,1,0.46767532832671727,-0.5236541264600036,0.19586779798144854,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,1.002046013104488,0,1,-0.8516403198030874,-0.07965017266299555,-0.40595176062793176,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,1,1,0,1.613876060463074,1,0,1.4908520289570195,2.4653685284298,0.7601498839612396,0,5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
1,0,1,1,0.7573139941610534,1,0,-1.508802590939623,-0.530294835356928,-0.657794741945141,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
1,0,1,0,-0.7110781194995532,1,1,0.12328902421212741,-0.5206855976484647,0.12815048409975643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,-1.2005421573864221,1,1,0.81705273829804,-0.9024823810169994,-0.020873626601308856,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,0,-0.7110781194995532,1,1,0.6889476879752213,-0.41647924181229085,0.36869042300042015,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,-0.9558101384429878,1,1,-1.4888381675126903,-0.9362356530593136,-0.7313572410254342,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,1,1.1652006924001108,1,1,0.10498830273743917,0.8204957194048694,0.09210936248650327,0,4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,0,-1.2413308272103278,1,1,0.2014830159676142,-0.9475600407477773,-0.25036534294432095,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,0.349427295921996,0,0,-0.9814090720781501,-0.3870798120269005,-0.4510364498413827,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,0.0639066071546558,1,0,-1.3291227800972283,-0.614930890139252,-0.5822287148322466,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,1,0,0.8796800036327707,1,0,1.4925157309092638,1.678928284395034,0.807197652481517,0,6,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,0,1,1,1.613876060463074,0,0,-0.01479823782415701,0.9831051309702852,0.010228919589016542,0,6,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1,0,0,0,1.4915100509913568,1,1,1.3411188532550242,2.240024207980526,0.7165723882330366,0,4,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1.5730873906391682,1,0,-1.335777587906206,-0.20039233343455704,-0.5828610086456533,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1,1,1.1652006924001108,0,1,-0.4723162746913654,0.35014882104324074,-0.1880722080413851,0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
1,0,1,1,1.5730873906391682,1,0,-1.5121299948441116,-0.40201041249382646,-0.6862822977024249,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0,1,1,1.3691440415196396,1,1,-1.4821833597037126,-0.4103442822684435,-0.6676700245916192,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,-0.26240275143659014,1,1,0.6340455235511566,-0.016871285574521975,0.35881526337895603,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0.7981026639849592,1,0,-0.16785881743064132,0.35652566071247277,-0.0462217459912874,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0.4717933053937132,1,0,0.33125176824267666,0.42900174191864054,0.18233245641005305,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1.124412022576205,0,0,-0.13624848033799797,0.5765046401986686,-0.037758410484511236,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
1,0,0,0,0.3086386260980903,1,0,1.3278092376370687,0.8089294515910209,0.6396526927342067,0,4,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,-0.09924807214096716,0,1,-0.8183662807581995,-0.49238562297845917,-0.38267985616353756,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,0.4310046355698075,1,0,0.04509503245664108,0.27037235787091773,0.07599019962598759,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,-1.2413308272103278,1,0,-0.4972718039750313,-0.961127316871626,-0.4173914579353424,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,1,1.4915100509913568,1,0,0.5242411947030268,1.4292860058957553,0.2888169221724465,0,5,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,1,-1.1597534875625164,1,0,0.6373729274556452,-0.8615386725200684,0.08628567261943013,1,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2821194970342338,1,1,1.0216880784241003,-0.9661848104023962,-0.22085829831867854,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,-0.38476876090830736,1,1,0.33624287409941,-0.2260756049299466,0.20638475838242304,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,1.5730873906391682,1,0,0.2863318155320782,1.348014283766509,0.2114041142151488,0,4,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
0,0,1,0,-0.8334441289712705,1,0,-0.6320316621068274,-0.7857202477631308,-0.3651033922649204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,-0.9965988082668935,1,0,-1.5254396104620669,-0.9195239353054643,-0.6332350381938638,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0.7981026639849592,1,0,-1.4722011479902464,-0.5583529299015487,-0.6837516570322133,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0.7573139941610534,1,0,0.6157448020764684,0.8166256373987147,0.29885196491747223,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1,0,0,0.9204686734566764,0,1,-0.6669694031039595,0.08201370750318944,-0.2782143082274672,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,1,0,-0.9965988082668935,1,1,0.6756380723572665,-0.7323087182577359,0.13503094939854923,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.1400367419648729,1,0,-1.5237759085098224,-0.7753633805762058,-0.7105669563717706,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,0,-0.7110781194995532,1,0,-1.4788559557992238,-0.8627480731469918,-0.6614336664676046,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1.3283553716957337,1,1,-0.17617732719186327,0.6364689221917572,-0.07689148342292551,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
0,0,0,0,-0.4255574307322131,1,1,0.3695169131442979,-0.2238327164945616,0.26231808619343566,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,1,0,0,-1.0373874780907992,1,1,-0.5555013723035851,-0.8585481546062217,-0.30623246528025605,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,-1.2005421573864221,1,1,0.2896592194365668,-0.905978648283923,-0.05315541624908727,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1.613876060463074,1,0,-0.17118622133513015,0.8674424528318014,-0.048288255752523754,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,0,1,1,0.5941593148654305,1,0,-0.3541934360820135,0.10802681553319428,-0.1383603914410225,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,1.4099327113435454,1,1,0.8553178831996607,1.6551580648004138,0.44932025369208295,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
0,0,1,1,1.613876060463074,1,1,0.18484599644517027,1.2635541418026466,0.15211638238483502,0,4,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,0,0,0,-0.915021468619082,1,1,0.703921005545421,-0.6414057693177185,0.23437215329527683,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.6295007798517418,1,1,1.3078448142101362,-0.24146797654533417,0.5760123777946173,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
